,name,date,time_UTC,latitude,longitude,year,month,day,id
45688,ivan,20040919,600, 36.0N,  74.0W,2004,09,19,ivan 2004
45689,ivan,20040919,1200, 34.5N,  74.5W,2004,09,19,ivan 2004
45690,ivan,20040919,1800, 32.8N,  75.8W,2004,09,19,ivan 2004
45691,ivan,20040920,0, 31.0N,  77.5W,2004,09,20,ivan 2004
45692,ivan,20040920,600, 29.0N,  78.5W,2004,09,20,ivan 2004
45693,ivan,20040920,1200, 27.5N,  78.7W,2004,09,20,ivan 2004
45694,ivan,20040920,1800, 26.4N,  79.1W,2004,09,20,ivan 2004
45695,ivan,20040921,0, 26.1N,  79.7W,2004,09,21,ivan 2004
45696,ivan,20040921,600, 25.9N,  80.6W,2004,09,21,ivan 2004
45697,ivan,20040921,1200, 25.8N,  81.7W,2004,09,21,ivan 2004
45698,ivan,20040921,1800, 25.2N,  82.8W,2004,09,21,ivan 2004
45699,ivan,20040922,0, 24.8N,  84.1W,2004,09,22,ivan 2004
45700,ivan,20040922,600, 25.1N,  86.1W,2004,09,22,ivan 2004
45701,ivan,20040922,1200, 26.0N,  87.3W,2004,09,22,ivan 2004
45702,ivan,20040922,1800, 26.5N,  88.6W,2004,09,22,ivan 2004
45703,ivan,20040923,0, 27.1N,  89.5W,2004,09,23,ivan 2004
45704,ivan,20040923,600, 27.9N,  91.0W,2004,09,23,ivan 2004
45705,ivan,20040923,1200, 28.9N,  92.2W,2004,09,23,ivan 2004
45706,ivan,20040923,1800, 29.2N,  92.7W,2004,09,23,ivan 2004
45707,ivan,20040924,0, 29.6N,  93.2W,2004,09,24,ivan 2004
45708,ivan,20040924,200, 29.8N,  93.6W,2004,09,24,ivan 2004
45709,ivan,20040924,600, 30.1N,  94.2W,2004,09,24,ivan 2004
45998,cindy,20050703,1800, 18.3N,  86.7W,2005,07,03,cindy 2005
45999,cindy,20050704,0, 18.6N,  87.2W,2005,07,04,cindy 2005
46000,cindy,20050704,330, 19.0N,  87.6W,2005,07,04,cindy 2005
46001,cindy,20050704,600, 19.3N,  87.9W,2005,07,04,cindy 2005
46002,cindy,20050704,1200, 20.9N,  88.5W,2005,07,04,cindy 2005
46003,cindy,20050704,1800, 22.3N,  89.0W,2005,07,04,cindy 2005
46004,cindy,20050705,0, 23.9N,  89.7W,2005,07,05,cindy 2005
46005,cindy,20050705,600, 25.1N,  90.2W,2005,07,05,cindy 2005
46006,cindy,20050705,1200, 26.4N,  90.4W,2005,07,05,cindy 2005
46007,cindy,20050705,1800, 27.6N,  90.5W,2005,07,05,cindy 2005
46008,cindy,20050706,0, 28.5N,  90.3W,2005,07,06,cindy 2005
46009,cindy,20050706,300, 29.2N,  90.1W,2005,07,06,cindy 2005
46010,cindy,20050706,600, 29.6N,  90.0W,2005,07,06,cindy 2005
46011,cindy,20050706,900, 30.2N,  89.5W,2005,07,06,cindy 2005
46012,cindy,20050706,1200, 30.8N,  88.9W,2005,07,06,cindy 2005
46013,cindy,20050706,1800, 31.6N,  88.1W,2005,07,06,cindy 2005
46014,cindy,20050707,0, 32.4N,  87.2W,2005,07,07,cindy 2005
46015,cindy,20050707,600, 33.2N,  86.2W,2005,07,07,cindy 2005
46016,cindy,20050707,1200, 34.6N,  84.1W,2005,07,07,cindy 2005
46017,cindy,20050707,1800, 35.6N,  81.8W,2005,07,07,cindy 2005
46018,cindy,20050708,0, 37.1N,  80.0W,2005,07,08,cindy 2005
46019,cindy,20050708,600, 37.8N,  78.3W,2005,07,08,cindy 2005
46020,cindy,20050708,1200, 38.4N,  76.7W,2005,07,08,cindy 2005
46021,cindy,20050708,1800, 39.1N,  74.8W,2005,07,08,cindy 2005
46022,cindy,20050709,0, 39.5N,  72.0W,2005,07,09,cindy 2005
46023,cindy,20050709,600, 40.8N,  70.7W,2005,07,09,cindy 2005
46024,cindy,20050709,1200, 41.6N,  69.8W,2005,07,09,cindy 2005
46025,cindy,20050709,1800, 43.5N,  69.6W,2005,07,09,cindy 2005
46026,cindy,20050710,0, 44.9N,  69.8W,2005,07,10,cindy 2005
46027,cindy,20050710,600, 45.5N,  70.0W,2005,07,10,cindy 2005
46028,cindy,20050710,1200, 46.5N,  67.6W,2005,07,10,cindy 2005
46029,cindy,20050710,1800, 48.0N,  66.4W,2005,07,10,cindy 2005
46030,cindy,20050711,0, 48.5N,  64.5W,2005,07,11,cindy 2005
46031,cindy,20050711,600, 48.5N,  62.5W,2005,07,11,cindy 2005
46321,katrina,20050823,1800, 23.1N,  75.1W,2005,08,23,katrina 2005
46322,katrina,20050824,0, 23.4N,  75.7W,2005,08,24,katrina 2005
46323,katrina,20050824,600, 23.8N,  76.2W,2005,08,24,katrina 2005
46324,katrina,20050824,1200, 24.5N,  76.5W,2005,08,24,katrina 2005
46325,katrina,20050824,1800, 25.4N,  76.9W,2005,08,24,katrina 2005
46326,katrina,20050825,0, 26.0N,  77.7W,2005,08,25,katrina 2005
46327,katrina,20050825,600, 26.1N,  78.4W,2005,08,25,katrina 2005
46328,katrina,20050825,1200, 26.2N,  79.0W,2005,08,25,katrina 2005
46329,katrina,20050825,1800, 26.2N,  79.6W,2005,08,25,katrina 2005
46330,katrina,20050825,2230, 26.0N,  80.1W,2005,08,25,katrina 2005
46331,katrina,20050826,0, 25.9N,  80.3W,2005,08,26,katrina 2005
46332,katrina,20050826,600, 25.4N,  81.3W,2005,08,26,katrina 2005
46333,katrina,20050826,1200, 25.1N,  82.0W,2005,08,26,katrina 2005
46334,katrina,20050826,1800, 24.9N,  82.6W,2005,08,26,katrina 2005
46335,katrina,20050827,0, 24.6N,  83.3W,2005,08,27,katrina 2005
46336,katrina,20050827,600, 24.4N,  84.0W,2005,08,27,katrina 2005
46337,katrina,20050827,1200, 24.4N,  84.7W,2005,08,27,katrina 2005
46338,katrina,20050827,1800, 24.5N,  85.3W,2005,08,27,katrina 2005
46339,katrina,20050828,0, 24.8N,  85.9W,2005,08,28,katrina 2005
46340,katrina,20050828,600, 25.2N,  86.7W,2005,08,28,katrina 2005
46341,katrina,20050828,1200, 25.7N,  87.7W,2005,08,28,katrina 2005
46342,katrina,20050828,1800, 26.3N,  88.6W,2005,08,28,katrina 2005
46343,katrina,20050829,0, 27.2N,  89.2W,2005,08,29,katrina 2005
46344,katrina,20050829,600, 28.2N,  89.6W,2005,08,29,katrina 2005
46345,katrina,20050829,1110, 29.3N,  89.6W,2005,08,29,katrina 2005
46346,katrina,20050829,1200, 29.5N,  89.6W,2005,08,29,katrina 2005
46347,katrina,20050829,1445, 30.2N,  89.6W,2005,08,29,katrina 2005
46348,katrina,20050829,1800, 31.1N,  89.6W,2005,08,29,katrina 2005
46349,katrina,20050830,0, 32.6N,  89.1W,2005,08,30,katrina 2005
46350,katrina,20050830,600, 34.1N,  88.6W,2005,08,30,katrina 2005
46351,katrina,20050830,1200, 35.6N,  88.0W,2005,08,30,katrina 2005
46352,katrina,20050830,1800, 37.0N,  87.0W,2005,08,30,katrina 2005
46353,katrina,20050831,0, 38.6N,  85.3W,2005,08,31,katrina 2005
46354,katrina,20050831,600, 40.1N,  82.9W,2005,08,31,katrina 2005
46465,ophelia,20050906,600, 25.8N,  78.6W,2005,09,06,ophelia 2005
46466,ophelia,20050906,1200, 26.3N,  78.3W,2005,09,06,ophelia 2005
46467,ophelia,20050906,1600, 26.6N,  78.3W,2005,09,06,ophelia 2005
46468,ophelia,20050906,1800, 26.8N,  78.3W,2005,09,06,ophelia 2005
46469,ophelia,20050907,0, 27.4N,  78.5W,2005,09,07,ophelia 2005
46470,ophelia,20050907,600, 27.9N,  78.8W,2005,09,07,ophelia 2005
46471,ophelia,20050907,1200, 28.7N,  79.2W,2005,09,07,ophelia 2005
46472,ophelia,20050907,1800, 28.8N,  79.3W,2005,09,07,ophelia 2005
46473,ophelia,20050908,0, 28.8N,  79.3W,2005,09,08,ophelia 2005
46474,ophelia,20050908,600, 28.7N,  79.6W,2005,09,08,ophelia 2005
46475,ophelia,20050908,1200, 28.6N,  79.6W,2005,09,08,ophelia 2005
46476,ophelia,20050908,1800, 28.6N,  79.5W,2005,09,08,ophelia 2005
46477,ophelia,20050909,0, 28.6N,  79.3W,2005,09,09,ophelia 2005
46478,ophelia,20050909,600, 28.9N,  79.3W,2005,09,09,ophelia 2005
46479,ophelia,20050909,1200, 29.3N,  79.1W,2005,09,09,ophelia 2005
46480,ophelia,20050909,1800, 29.8N,  78.5W,2005,09,09,ophelia 2005
46481,ophelia,20050910,0, 30.2N,  77.5W,2005,09,10,ophelia 2005
46482,ophelia,20050910,600, 30.9N,  76.9W,2005,09,10,ophelia 2005
46483,ophelia,20050910,1200, 31.5N,  76.6W,2005,09,10,ophelia 2005
46484,ophelia,20050910,1800, 31.7N,  76.2W,2005,09,10,ophelia 2005
46485,ophelia,20050911,0, 31.8N,  75.9W,2005,09,11,ophelia 2005
46486,ophelia,20050911,600, 31.7N,  75.9W,2005,09,11,ophelia 2005
46487,ophelia,20050911,1200, 31.6N,  75.7W,2005,09,11,ophelia 2005
46488,ophelia,20050911,1800, 31.4N,  75.9W,2005,09,11,ophelia 2005
46489,ophelia,20050912,0, 31.2N,  76.2W,2005,09,12,ophelia 2005
46490,ophelia,20050912,600, 31.2N,  76.6W,2005,09,12,ophelia 2005
46491,ophelia,20050912,1200, 31.5N,  76.9W,2005,09,12,ophelia 2005
46492,ophelia,20050912,1800, 31.7N,  77.3W,2005,09,12,ophelia 2005
46493,ophelia,20050913,0, 31.8N,  77.7W,2005,09,13,ophelia 2005
46494,ophelia,20050913,600, 31.9N,  77.9W,2005,09,13,ophelia 2005
46495,ophelia,20050913,1200, 32.1N,  78.0W,2005,09,13,ophelia 2005
46496,ophelia,20050913,1800, 32.3N,  78.1W,2005,09,13,ophelia 2005
46497,ophelia,20050914,0, 32.6N,  78.1W,2005,09,14,ophelia 2005
46498,ophelia,20050914,600, 32.9N,  78.0W,2005,09,14,ophelia 2005
46499,ophelia,20050914,1200, 33.4N,  77.7W,2005,09,14,ophelia 2005
46500,ophelia,20050914,1800, 33.9N,  77.5W,2005,09,14,ophelia 2005
46501,ophelia,20050915,0, 34.2N,  76.9W,2005,09,15,ophelia 2005
46502,ophelia,20050915,600, 34.5N,  76.3W,2005,09,15,ophelia 2005
46503,ophelia,20050915,1200, 34.7N,  75.8W,2005,09,15,ophelia 2005
46504,ophelia,20050915,1800, 34.7N,  75.6W,2005,09,15,ophelia 2005
46505,ophelia,20050916,0, 34.6N,  75.1W,2005,09,16,ophelia 2005
46506,ophelia,20050916,600, 34.7N,  74.8W,2005,09,16,ophelia 2005
46507,ophelia,20050916,1200, 35.4N,  74.4W,2005,09,16,ophelia 2005
46508,ophelia,20050916,1800, 36.4N,  73.6W,2005,09,16,ophelia 2005
46509,ophelia,20050917,0, 37.3N,  72.7W,2005,09,17,ophelia 2005
46510,ophelia,20050917,600, 38.7N,  71.4W,2005,09,17,ophelia 2005
46511,ophelia,20050917,1200, 40.0N,  69.7W,2005,09,17,ophelia 2005
46512,ophelia,20050917,1800, 41.6N,  67.3W,2005,09,17,ophelia 2005
46513,ophelia,20050918,0, 43.2N,  64.9W,2005,09,18,ophelia 2005
46514,ophelia,20050918,600, 44.8N,  62.6W,2005,09,18,ophelia 2005
46515,ophelia,20050918,1200, 46.2N,  59.9W,2005,09,18,ophelia 2005
46516,ophelia,20050918,1800, 47.4N,  56.2W,2005,09,18,ophelia 2005
46517,ophelia,20050919,0, 48.4N,  52.3W,2005,09,19,ophelia 2005
46518,ophelia,20050919,600, 49.0N,  48.8W,2005,09,19,ophelia 2005
46519,ophelia,20050919,1200, 49.5N,  45.7W,2005,09,19,ophelia 2005
46520,ophelia,20050919,1800, 50.0N,  42.1W,2005,09,19,ophelia 2005
46521,ophelia,20050920,0, 50.9N,  38.5W,2005,09,20,ophelia 2005
46522,ophelia,20050920,600, 51.5N,  34.7W,2005,09,20,ophelia 2005
46523,ophelia,20050920,1200, 52.2N,  30.5W,2005,09,20,ophelia 2005
46524,ophelia,20050920,1800, 52.8N,  26.5W,2005,09,20,ophelia 2005
46525,ophelia,20050921,0, 53.8N,  22.0W,2005,09,21,ophelia 2005
46526,ophelia,20050921,600, 55.3N,  17.7W,2005,09,21,ophelia 2005
46527,ophelia,20050921,1200, 57.6N,  14.6W,2005,09,21,ophelia 2005
46528,ophelia,20050921,1800, 59.8N,  11.9W,2005,09,21,ophelia 2005
46529,ophelia,20050922,0, 61.7N,   8.4W,2005,09,22,ophelia 2005
46530,ophelia,20050922,600, 63.6N,   4.5W,2005,09,22,ophelia 2005
46531,ophelia,20050922,1200, 65.6N,   1.0W,2005,09,22,ophelia 2005
46532,ophelia,20050922,1800, 67.5N,   1.9E,2005,09,22,ophelia 2005
46533,ophelia,20050923,0, 68.8N,   6.6E,2005,09,23,ophelia 2005
46564,rita,20050918,0, 21.3N,  69.9W,2005,09,18,rita 2005
46565,rita,20050918,600, 21.6N,  70.7W,2005,09,18,rita 2005
46566,rita,20050918,1200, 21.9N,  71.5W,2005,09,18,rita 2005
46567,rita,20050918,1800, 22.2N,  72.3W,2005,09,18,rita 2005
46568,rita,20050919,0, 22.4N,  73.0W,2005,09,19,rita 2005
46569,rita,20050919,600, 22.6N,  73.8W,2005,09,19,rita 2005
46570,rita,20050919,1200, 22.8N,  74.7W,2005,09,19,rita 2005
46571,rita,20050919,1800, 23.1N,  75.9W,2005,09,19,rita 2005
46572,rita,20050920,0, 23.3N,  77.2W,2005,09,20,rita 2005
46573,rita,20050920,600, 23.5N,  78.8W,2005,09,20,rita 2005
46574,rita,20050920,1200, 23.7N,  80.3W,2005,09,20,rita 2005
46575,rita,20050920,1800, 23.9N,  81.6W,2005,09,20,rita 2005
46576,rita,20050921,0, 24.1N,  82.7W,2005,09,21,rita 2005
46577,rita,20050921,600, 24.2N,  84.0W,2005,09,21,rita 2005
46578,rita,20050921,1200, 24.2N,  85.2W,2005,09,21,rita 2005
46579,rita,20050921,1800, 24.3N,  86.2W,2005,09,21,rita 2005
46580,rita,20050922,0, 24.5N,  86.9W,2005,09,22,rita 2005
46581,rita,20050922,300, 24.7N,  87.3W,2005,09,22,rita 2005
46582,rita,20050922,600, 24.8N,  87.6W,2005,09,22,rita 2005
46583,rita,20050922,1200, 25.2N,  88.3W,2005,09,22,rita 2005
46584,rita,20050922,1800, 25.6N,  89.1W,2005,09,22,rita 2005
46585,rita,20050923,0, 26.0N,  89.9W,2005,09,23,rita 2005
46586,rita,20050923,600, 26.5N,  90.7W,2005,09,23,rita 2005
46587,rita,20050923,1200, 27.1N,  91.5W,2005,09,23,rita 2005
46588,rita,20050923,1800, 27.8N,  92.3W,2005,09,23,rita 2005
46589,rita,20050924,0, 28.6N,  93.0W,2005,09,24,rita 2005
46590,rita,20050924,600, 29.4N,  93.6W,2005,09,24,rita 2005
46591,rita,20050924,740, 29.7N,  93.7W,2005,09,24,rita 2005
46592,rita,20050924,1200, 30.5N,  94.1W,2005,09,24,rita 2005
46593,rita,20050924,1800, 31.6N,  94.1W,2005,09,24,rita 2005
46594,rita,20050925,0, 32.7N,  94.0W,2005,09,25,rita 2005
46595,rita,20050925,600, 33.7N,  93.6W,2005,09,25,rita 2005
46596,rita,20050925,1200, 34.7N,  92.5W,2005,09,25,rita 2005
46597,rita,20050925,1800, 35.8N,  91.4W,2005,09,25,rita 2005
46598,rita,20050926,0, 37.0N,  90.1W,2005,09,26,rita 2005
46599,rita,20050926,600, 39.5N,  88.0W,2005,09,26,rita 2005
46611,stan,20051001,1200, 18.9N,  85.6W,2005,10,01,stan 2005
46612,stan,20051001,1800, 19.1N,  86.2W,2005,10,01,stan 2005
46613,stan,20051002,0, 19.3N,  86.7W,2005,10,02,stan 2005
46614,stan,20051002,600, 19.5N,  87.2W,2005,10,02,stan 2005
46615,stan,20051002,1000, 19.6N,  87.5W,2005,10,02,stan 2005
46616,stan,20051002,1200, 19.8N,  87.9W,2005,10,02,stan 2005
46617,stan,20051002,1800, 20.3N,  88.8W,2005,10,02,stan 2005
46618,stan,20051003,0, 20.5N,  89.8W,2005,10,03,stan 2005
46619,stan,20051003,600, 20.5N,  91.0W,2005,10,03,stan 2005
46620,stan,20051003,1200, 20.3N,  91.7W,2005,10,03,stan 2005
46621,stan,20051003,1800, 20.1N,  92.2W,2005,10,03,stan 2005
46622,stan,20051004,0, 19.8N,  93.2W,2005,10,04,stan 2005
46623,stan,20051004,600, 19.2N,  94.1W,2005,10,04,stan 2005
46624,stan,20051004,1200, 18.6N,  94.9W,2005,10,04,stan 2005
46625,stan,20051004,1800, 17.9N,  95.6W,2005,10,04,stan 2005
46626,stan,20051005,0, 17.2N,  96.4W,2005,10,05,stan 2005
46627,stan,20051005,600, 16.9N,  97.0W,2005,10,05,stan 2005
47052,ernesto,20060824,1800, 12.7N,  61.6W,2006,08,24,ernesto 2006
47053,ernesto,20060825,0, 13.0N,  63.0W,2006,08,25,ernesto 2006
47054,ernesto,20060825,600, 13.3N,  64.4W,2006,08,25,ernesto 2006
47055,ernesto,20060825,1200, 13.7N,  65.8W,2006,08,25,ernesto 2006
47056,ernesto,20060825,1800, 14.0N,  67.1W,2006,08,25,ernesto 2006
47057,ernesto,20060826,0, 14.3N,  68.3W,2006,08,26,ernesto 2006
47058,ernesto,20060826,600, 14.6N,  69.5W,2006,08,26,ernesto 2006
47059,ernesto,20060826,1200, 15.1N,  70.4W,2006,08,26,ernesto 2006
47060,ernesto,20060826,1800, 15.7N,  71.2W,2006,08,26,ernesto 2006
47061,ernesto,20060827,0, 16.3N,  72.0W,2006,08,27,ernesto 2006
47062,ernesto,20060827,600, 16.9N,  72.7W,2006,08,27,ernesto 2006
47063,ernesto,20060827,1200, 17.4N,  73.4W,2006,08,27,ernesto 2006
47064,ernesto,20060827,1800, 17.8N,  74.0W,2006,08,27,ernesto 2006
47065,ernesto,20060828,0, 18.3N,  74.6W,2006,08,28,ernesto 2006
47066,ernesto,20060828,600, 19.1N,  75.2W,2006,08,28,ernesto 2006
47067,ernesto,20060828,1115, 19.9N,  75.5W,2006,08,28,ernesto 2006
47068,ernesto,20060828,1200, 20.0N,  75.6W,2006,08,28,ernesto 2006
47069,ernesto,20060828,1800, 20.8N,  76.4W,2006,08,28,ernesto 2006
47070,ernesto,20060829,0, 21.6N,  77.4W,2006,08,29,ernesto 2006
47071,ernesto,20060829,600, 22.4N,  78.5W,2006,08,29,ernesto 2006
47072,ernesto,20060829,1200, 23.2N,  79.3W,2006,08,29,ernesto 2006
47073,ernesto,20060829,1800, 23.9N,  79.9W,2006,08,29,ernesto 2006
47074,ernesto,20060830,0, 24.7N,  80.4W,2006,08,30,ernesto 2006
47075,ernesto,20060830,300, 24.9N,  80.6W,2006,08,30,ernesto 2006
47076,ernesto,20060830,500, 25.2N,  80.7W,2006,08,30,ernesto 2006
47077,ernesto,20060830,600, 25.3N,  80.8W,2006,08,30,ernesto 2006
47078,ernesto,20060830,1200, 26.1N,  81.0W,2006,08,30,ernesto 2006
47079,ernesto,20060830,1800, 27.0N,  80.9W,2006,08,30,ernesto 2006
47080,ernesto,20060831,0, 28.1N,  80.7W,2006,08,31,ernesto 2006
47081,ernesto,20060831,600, 29.4N,  80.4W,2006,08,31,ernesto 2006
47082,ernesto,20060831,1200, 30.6N,  79.9W,2006,08,31,ernesto 2006
47083,ernesto,20060831,1800, 31.9N,  79.2W,2006,08,31,ernesto 2006
47084,ernesto,20060901,0, 33.2N,  78.4W,2006,09,01,ernesto 2006
47085,ernesto,20060901,340, 33.9N,  78.1W,2006,09,01,ernesto 2006
47086,ernesto,20060901,600, 34.5N,  78.0W,2006,09,01,ernesto 2006
47087,ernesto,20060901,1200, 35.8N,  77.6W,2006,09,01,ernesto 2006
47088,ernesto,20060901,1800, 36.6N,  77.2W,2006,09,01,ernesto 2006
47089,ernesto,20060902,0, 37.1N,  77.0W,2006,09,02,ernesto 2006
47090,ernesto,20060902,600, 37.6N,  76.8W,2006,09,02,ernesto 2006
47091,ernesto,20060902,1200, 38.2N,  76.7W,2006,09,02,ernesto 2006
47092,ernesto,20060902,1800, 38.9N,  76.7W,2006,09,02,ernesto 2006
47093,ernesto,20060903,0, 39.9N,  76.7W,2006,09,03,ernesto 2006
47094,ernesto,20060903,600, 41.3N,  77.1W,2006,09,03,ernesto 2006
47095,ernesto,20060903,1200, 43.1N,  77.5W,2006,09,03,ernesto 2006
47096,ernesto,20060903,1800, 44.5N,  77.0W,2006,09,03,ernesto 2006
47097,ernesto,20060904,0, 45.6N,  75.8W,2006,09,04,ernesto 2006
47098,ernesto,20060904,600, 46.5N,  74.4W,2006,09,04,ernesto 2006
47100,florence,20060903,1800, 14.1N,  39.4W,2006,09,03,florence 2006
47101,florence,20060904,0, 14.7N,  40.0W,2006,09,04,florence 2006
47102,florence,20060904,600, 15.4N,  41.0W,2006,09,04,florence 2006
47103,florence,20060904,1200, 16.0N,  42.3W,2006,09,04,florence 2006
47104,florence,20060904,1800, 16.4N,  43.5W,2006,09,04,florence 2006
47105,florence,20060905,0, 16.6N,  44.8W,2006,09,05,florence 2006
47106,florence,20060905,600, 16.8N,  46.1W,2006,09,05,florence 2006
47107,florence,20060905,1200, 17.0N,  46.9W,2006,09,05,florence 2006
47108,florence,20060905,1800, 17.3N,  47.8W,2006,09,05,florence 2006
47109,florence,20060906,0, 17.6N,  48.6W,2006,09,06,florence 2006
47110,florence,20060906,600, 18.1N,  49.7W,2006,09,06,florence 2006
47111,florence,20060906,1200, 18.5N,  50.6W,2006,09,06,florence 2006
47112,florence,20060906,1800, 19.0N,  51.3W,2006,09,06,florence 2006
47113,florence,20060907,0, 19.3N,  51.9W,2006,09,07,florence 2006
47114,florence,20060907,600, 19.6N,  52.6W,2006,09,07,florence 2006
47115,florence,20060907,1200, 19.9N,  53.3W,2006,09,07,florence 2006
47116,florence,20060907,1800, 20.3N,  54.3W,2006,09,07,florence 2006
47117,florence,20060908,0, 20.9N,  55.7W,2006,09,08,florence 2006
47118,florence,20060908,600, 21.5N,  57.1W,2006,09,08,florence 2006
47119,florence,20060908,1200, 21.7N,  58.8W,2006,09,08,florence 2006
47120,florence,20060908,1800, 21.9N,  60.1W,2006,09,08,florence 2006
47121,florence,20060909,0, 22.7N,  61.0W,2006,09,09,florence 2006
47122,florence,20060909,600, 23.8N,  62.3W,2006,09,09,florence 2006
47123,florence,20060909,1200, 24.4N,  63.2W,2006,09,09,florence 2006
47124,florence,20060909,1800, 25.1N,  64.0W,2006,09,09,florence 2006
47125,florence,20060910,0, 26.2N,  64.6W,2006,09,10,florence 2006
47126,florence,20060910,600, 27.1N,  65.3W,2006,09,10,florence 2006
47127,florence,20060910,1200, 28.1N,  65.9W,2006,09,10,florence 2006
47128,florence,20060910,1800, 29.3N,  66.1W,2006,09,10,florence 2006
47129,florence,20060911,0, 30.4N,  66.2W,2006,09,11,florence 2006
47130,florence,20060911,600, 31.3N,  66.2W,2006,09,11,florence 2006
47131,florence,20060911,1200, 32.4N,  65.7W,2006,09,11,florence 2006
47132,florence,20060911,1800, 33.6N,  65.0W,2006,09,11,florence 2006
47133,florence,20060912,0, 34.9N,  64.1W,2006,09,12,florence 2006
47134,florence,20060912,600, 36.3N,  63.2W,2006,09,12,florence 2006
47135,florence,20060912,1200, 37.4N,  61.9W,2006,09,12,florence 2006
47136,florence,20060912,1800, 38.5N,  60.2W,2006,09,12,florence 2006
47137,florence,20060913,0, 40.6N,  57.9W,2006,09,13,florence 2006
47138,florence,20060913,600, 43.1N,  56.3W,2006,09,13,florence 2006
47139,florence,20060913,1200, 45.5N,  55.6W,2006,09,13,florence 2006
47140,florence,20060913,1800, 46.4N,  54.0W,2006,09,13,florence 2006
47141,florence,20060914,0, 47.6N,  51.3W,2006,09,14,florence 2006
47142,florence,20060914,600, 48.6N,  48.3W,2006,09,14,florence 2006
47143,florence,20060914,1200, 49.2N,  45.2W,2006,09,14,florence 2006
47144,florence,20060914,1800, 49.8N,  42.6W,2006,09,14,florence 2006
47145,florence,20060915,0, 50.0N,  39.6W,2006,09,15,florence 2006
47146,florence,20060915,600, 49.7N,  35.8W,2006,09,15,florence 2006
47147,florence,20060915,1200, 49.5N,  31.7W,2006,09,15,florence 2006
47148,florence,20060915,1800, 49.8N,  27.5W,2006,09,15,florence 2006
47149,florence,20060916,0, 50.6N,  23.9W,2006,09,16,florence 2006
47150,florence,20060916,600, 52.5N,  21.0W,2006,09,16,florence 2006
47151,florence,20060916,1200, 54.6N,  20.5W,2006,09,16,florence 2006
47152,florence,20060916,1800, 56.6N,  20.5W,2006,09,16,florence 2006
47153,florence,20060917,0, 58.2N,  20.5W,2006,09,17,florence 2006
47154,florence,20060917,600, 59.6N,  20.6W,2006,09,17,florence 2006
47155,florence,20060917,1200, 60.9N,  21.2W,2006,09,17,florence 2006
47156,florence,20060917,1800, 62.0N,  22.5W,2006,09,17,florence 2006
47157,florence,20060918,0, 62.6N,  24.5W,2006,09,18,florence 2006
47158,florence,20060918,600, 63.0N,  26.5W,2006,09,18,florence 2006
47159,florence,20060918,1200, 63.0N,  29.0W,2006,09,18,florence 2006
47160,florence,20060918,1800, 63.0N,  31.4W,2006,09,18,florence 2006
47161,florence,20060919,0, 62.0N,  34.0W,2006,09,19,florence 2006
47390,dean,20070813,600, 12.2N,  28.9W,2007,08,13,dean 2007
47391,dean,20070813,1200, 12.1N,  30.7W,2007,08,13,dean 2007
47392,dean,20070813,1800, 12.0N,  32.4W,2007,08,13,dean 2007
47393,dean,20070814,0, 11.9N,  34.5W,2007,08,14,dean 2007
47394,dean,20070814,600, 11.8N,  36.5W,2007,08,14,dean 2007
47395,dean,20070814,1200, 11.8N,  38.3W,2007,08,14,dean 2007
47396,dean,20070814,1800, 11.8N,  40.1W,2007,08,14,dean 2007
47397,dean,20070815,0, 11.9N,  41.7W,2007,08,15,dean 2007
47398,dean,20070815,600, 12.0N,  43.4W,2007,08,15,dean 2007
47399,dean,20070815,1200, 12.3N,  45.1W,2007,08,15,dean 2007
47400,dean,20070815,1800, 12.8N,  47.0W,2007,08,15,dean 2007
47401,dean,20070816,0, 13.0N,  49.2W,2007,08,16,dean 2007
47402,dean,20070816,600, 13.2N,  51.3W,2007,08,16,dean 2007
47403,dean,20070816,1200, 13.5N,  53.3W,2007,08,16,dean 2007
47404,dean,20070816,1800, 13.8N,  55.5W,2007,08,16,dean 2007
47405,dean,20070817,0, 14.0N,  57.7W,2007,08,17,dean 2007
47406,dean,20070817,600, 14.2N,  59.8W,2007,08,17,dean 2007
47407,dean,20070817,1200, 14.4N,  61.7W,2007,08,17,dean 2007
47408,dean,20070817,1800, 14.8N,  63.5W,2007,08,17,dean 2007
47409,dean,20070818,0, 14.9N,  65.1W,2007,08,18,dean 2007
47410,dean,20070818,600, 15.0N,  66.6W,2007,08,18,dean 2007
47411,dean,20070818,1200, 15.4N,  68.0W,2007,08,18,dean 2007
47412,dean,20070818,1800, 15.9N,  69.5W,2007,08,18,dean 2007
47413,dean,20070819,0, 16.1N,  71.0W,2007,08,19,dean 2007
47414,dean,20070819,600, 16.4N,  72.6W,2007,08,19,dean 2007
47415,dean,20070819,1200, 16.8N,  74.3W,2007,08,19,dean 2007
47416,dean,20070819,1800, 17.1N,  76.0W,2007,08,19,dean 2007
47417,dean,20070820,0, 17.5N,  77.8W,2007,08,20,dean 2007
47418,dean,20070820,600, 17.6N,  79.8W,2007,08,20,dean 2007
47419,dean,20070820,1200, 17.8N,  81.5W,2007,08,20,dean 2007
47420,dean,20070820,1800, 18.0N,  83.3W,2007,08,20,dean 2007
47421,dean,20070821,0, 18.2N,  85.1W,2007,08,21,dean 2007
47422,dean,20070821,600, 18.6N,  86.9W,2007,08,21,dean 2007
47423,dean,20070821,830, 18.7N,  87.7W,2007,08,21,dean 2007
